label,count,parent,id
candidate,1,which/conservative,which/conservative/candidate
noel,1,what/was,what/was/noel
sequel,1,in/which,in/which/sequel
competitions,1,which/international,which/international/competitions
nadia,2,did,did/nadia
sawalha,1,did/nadia,did/nadia/sawalha
did,1,which/shows,which/shows/did
tomás,1,where/did,where/did/tomás
ruth,1,did,did/ruth
b,1,did/ruth,did/ruth/b
owen,1,what/was,what/was/owen
masakazu,1,when/did,when/did/masakazu
grease,1,did,did/grease
set,1,did/grease,did/grease/set
malavika,1,what/did,what/did/malavika
and,1,what/clubs,what/clubs/and
and,1,what/did,what/did/and
and,2,which/season,which/season/and
natalia,1,what/was,what/was/natalia
daniel,2,how/did,how/did/daniel
yigrem,1,how/did,how/did/yigrem
sallis,1,what/did,what/did/sallis
paul,1,what/were,what/were/paul
and,1,which/songs,which/songs/and
alfred,1,where/did,where/did/alfred
khagen,1,how/did,how/did/khagen
patricia,1,did,did/patricia
hodge,1,did/patricia,did/patricia/hodge
in,1,what/films,what/films/in
dailín,1,how/did,how/did/dailín
populated,1,how,how/populated
is,1,how/populated,how/populated/is
gibson,1,did/thomas,did/thomas/gibson
julie,1,how/did,how/did/julie
characters,1,which/television,which/television/characters
in,1,who/placed,who/placed/in
daytime,1,how/many,how/many/daytime
grace,1,what/were,what/were/grace
kinds,1,which,which/kinds
of,1,which/kinds,which/kinds/of
camilla,1,did,did/camilla
belle,1,did/camilla,did/camilla/belle
denis,1,did,did/denis
quilley,1,did/denis,did/denis/quilley
staite,1,what/did,what/did/staite
endurance,1,what/world,what/world/endurance
did,2,what/ships,what/ships/did
defectors,1,how/many,how/many/defectors
1970,1,which,which/1970
films,1,which/1970,which/1970/films
were,1,how/close,how/close/were
poland,1,what/did,what/did/poland
below,1,who/was,who/was/below
barry,1,how/did,how/did/barry
sergey,1,how/did,how/did/sergey
candidates,1,did/any,did/any/candidates
svetlana,1,what/was,what/was/svetlana
bookended,1,who,who/bookended
the,1,who/bookended,who/bookended/the
tony,1,did,did/tony
hale,1,did/tony,did/tony/hale
grace,1,who/did,who/did/grace
did,1,what/grammy,what/grammy/did
bradley,1,how/did,how/did/bradley
socialist,1,did/the,did/the/socialist
liberal,2,which,which/liberal
party,1,which/liberal,which/liberal/party
howard,1,did/john,did/john/howard
dave,1,what/s,what/s/dave
janice,1,how/did,how/did/janice
roberto,1,when/has,when/has/roberto
were,1,which/races,which/races/were
ben,1,how/did,how/did/ben
pavel,1,when/did,when/did/pavel
kylie,1,who/portrayed,who/portrayed/kylie
mond,1,did,did/mond
reprise,1,did/mond,did/mond/reprise
and,1,what/show,what/show/and
hold,1,who,who/hold
the,1,who/hold,who/hold/the
audie,1,who/joined,who/joined/audie
matthew,1,when/was,when/was/matthew
ji,1,did,did/ji
jin,1,did/ji,did/ji/jin
episode,1,which/single,which/single/episode
locke,1,what/were,what/were/locke
british,1,which,which/british
steamers,1,which/british,which/british/steamers
mutiny,1,how/was,how/was/mutiny
keila,1,what/are,what/are/keila
maryland,1,when/did,when/did/maryland
zaccardo,1,what/did,what/did/zaccardo
manraze,1,where/did,where/did/manraze
viceconte,1,what/did,what/did/viceconte
jayne,1,when/was,when/was/jayne
julie,1,did,did/julie
nathanson,1,did/julie,did/julie/nathanson
neve,1,what/did,what/did/neve
pearl,1,where/did,where/did/pearl
roles,1,in/what,in/what/roles
were,1,how/powerful,how/powerful/were
merrells,1,who/did,who/did/merrells
of,1,which/categories,which/categories/of
submarine,1,which,which/submarine
did,1,which/submarine,which/submarine/did
m,1,what/is,what/is/m
next,1,are/the,are/the/next
terefe,1,what/did,what/did/terefe
manitoba,1,how/many,how/many/manitoba
presets,1,did/the,did/the/presets
caroline,1,how/did,how/did/caroline
kami,1,what/is,what/is/kami
year,1,what/were,what/were/year
henry,1,what/did,what/did/henry
nana,1,how/did,how/did/nana
satoru,1,what/did,what/did/satoru
geoffrey,1,did,did/geoffrey
hughes,1,did/geoffrey,did/geoffrey/hughes
adelaide,1,what/did,what/did/adelaide
flats,1,how/many,how/many/flats
individual,1,in/which,in/which/individual
jackie,1,what/is,what/is/jackie
rajiv,1,what/were,what/were/rajiv
occurred,1,what,what/occurred
when,1,what/occurred,what/occurred/when
tales,1,where/did,where/did/tales
roles,1,what/film,what/film/roles
bafta,1,how/many,how/many/bafta
bankim,1,when/was,when/was/bankim
featuring,1,which/titles,which/titles/featuring
alice,1,did,did/alice
aprot,1,did/alice,did/alice/aprot
maninder,1,did,did/maninder
singh,1,did/maninder,did/maninder/singh
during,1,what/happened,what/happened/during
directors,1,what/films,what/films/directors
monica,1,when/did,when/did/monica
halo,1,what,what/halo
movie,1,what/halo,what/halo/movie
yeo,1,did,did/yeo
jin,1,did/yeo,did/yeo/jin
adrián,1,what/were,what/were/adrián
ran,1,which/candidates,which/candidates/ran
augustus,1,what/did,what/did/augustus
latest,1,is/the,is/the/latest
mary,1,how/did,how/did/mary
genie,1,when/did,when/did/genie
gerry,1,when,when/gerry
fitt,1,when/gerry,when/gerry/fitt
lansiquot,1,how/did,how/did/lansiquot
sarah,1,what/were,what/were/sarah
monchy,1,when/was,when/was/monchy
overall,1,how/much,how/much/overall
sharon,1,where/did,where/did/sharon
fever,1,did,did/fever
receive,1,did/fever,did/fever/receive
winnie,1,how/did,how/did/winnie
caroline,1,what/did,what/did/caroline
interesting,1,what/was,what/was/interesting
diane,1,what/are,what/are/diane
leonard,1,did,did/leonard
rossiter,1,did/leonard,did/leonard/rossiter
alicia,1,did,did/alicia
keys,1,did/alicia,did/alicia/keys
edge,1,how/was,how/was/edge
and,2,what/teams,what/teams/and
darshan,1,when/did,when/did/darshan
21st,1,which,which/21st
century,1,which/21st,which/21st/century
fyodor,1,what/has,what/has/fyodor
alberto,1,did,did/alberto
aquilani,1,did/alberto,did/alberto/aquilani
or,1,which/democratic,which/democratic/or
were,1,how/effective,how/effective/were
michelle,1,which/was,which/was/michelle
yoshitaka,1,how/did,how/did/yoshitaka
stir,1,which/of,which/of/stir
rounded,1,which/athletes,which/athletes/rounded
sara,1,what/did,what/did/sara
eddie,1,which/of,which/of/eddie
lee,1,what/were,what/were/lee
on,1,who/tied,who/tied/on
reachin,1,how/did,how/did/reachin
soaps,1,what/two,what/two/soaps
pim,1,how/many,how/many/pim
nations,1,which/3,which/3/nations
ryosuke,1,which/club,which/club/ryosuke
green,1,what/were,what/were/green
nandini,1,how/did,how/did/nandini
bülent,1,who/is,who/is/bülent
christian,1,did,did/christian
benteke,1,did/christian,did/christian/benteke
forfeitures,1,how/much,how/much/forfeitures
hinga,1,what/is,what/is/hinga
category,1,which/award,which/award/category
in,2,what/role,what/role/in
kotak,1,did,did/kotak
win,1,did/kotak,did/kotak/win
daniela,1,what/did,what/did/daniela
when,3,who/and,who/and/when
all,1,in/what,in/what/all
out,1,how/many,how/many/out
dafne,1,did,did/dafne
fernández,1,did/dafne,did/dafne/fernández
from,1,which/singles,which/singles/from
kathryn,1,what/did,what/did/kathryn
linney,1,when/did,when/did/linney
movie,1,which/2016,which/2016/movie
halloran,1,where/did,where/did/halloran
louis,1,how/did,how/did/louis
trenyce,1,who/did,who/did/trenyce
directed,1,which/films,which/films/directed
ryan,1,how/did,how/did/ryan
dusán,1,what/was,what/was/dusán
leeves,1,what/was,what/was/leeves
for,1,what/club,what/club/for
enos,1,what/are,what/are/enos
arena,1,which,which/arena
hosted,1,which/arena,which/arena/hosted
landmarks,1,what,what/landmarks
come,1,what/landmarks,what/landmarks/come
befta,1,what,what/befta
awards,1,what/befta,what/befta/awards
perković,1,what/were,what/were/perković
came,1,which/countries,which/countries/came
candidate,1,which/liberal,which/liberal/candidate
rose,1,did/george,did/george/rose
nintendo,1,what,what/nintendo
games,1,what/nintendo,what/nintendo/games
competitors,1,what,what/competitors
finished,1,what/competitors,what/competitors/finished
eileen,1,did,did/eileen
heckart,1,did/eileen,did/eileen/heckart
sunil,1,when/did,when/did/sunil
mikael,1,when/did,when/did/mikael
luis,1,what/was,what/was/luis
nina,1,did,did/nina
dinata,1,did/nina,did/nina/dinata
kathleen,1,what/were,what/were/kathleen
juninho,1,who/did,who/did/juninho
habiba,1,what/did,what/did/habiba
freddy,1,what/did,what/did/freddy
justyna,1,what/s,what/s/justyna
when,1,where,where/when
and,1,where/when,where/when/and
and,2,what/channel,what/channel/and
and,2,which/clubs,which/clubs/and
deanery,1,which,which/deanery
and,1,which/deanery,which/deanery/and
sequence,1,in/what,in/what/sequence
anthony,1,when/did,when/did/anthony
and,1,what/event,what/event/and
roles,1,what/named,what/named/roles
clinton,1,what/were,what/were/clinton
christina,1,did,did/christina
aguilera,1,did/christina,did/christina/aguilera
mikhail,1,how/did,how/did/mikhail
off,1,what,what/off
broadway,1,what/off,what/off/broadway
shelly,2,did,did/shelly
steely,1,did/shelly,did/shelly/steely
deanery,1,which/parish,which/parish/deanery
alexys,1,what/is,what/is/alexys
ronnie,1,how/did,how/did/ronnie
sharon,1,how/did,how/did/sharon
thunder,1,what/was,what/was/thunder
john,1,who/beat,who/beat/john
ukraine,1,what/were,what/were/ukraine
darryl,1,did,did/darryl
edestrand,1,did/darryl,did/darryl/edestrand
ester,1,who/did,who/did/ester
dornhoefer,1,how/did,how/did/dornhoefer
characters,1,what/recurring,what/recurring/characters
incumbent,1,did/the,did/the/incumbent
paul,1,how/was,how/was/paul
colin,1,which,which/colin
raye,1,which/colin,which/colin/raye
josé,1,what/are,what/are/josé
dewar,1,what/was,what/was/dewar
wunmi,1,what/did,what/did/wunmi
roberto,1,what/has,what/has/roberto
flemish,1,what,what/flemish
movie,1,what/flemish,what/flemish/movie
transferred,1,who/were,who/were/transferred
score,1,did/she,did/she/score
fadrique,1,how/did,how/did/fadrique
park,1,did,did/park
portray,1,did/park,did/park/portray
ben,1,how/was,how/was/ben
jacob,1,how/did,how/did/jacob
rich,1,when/was,when/was/rich
catherine,1,did,did/catherine
taber,1,did/catherine,did/catherine/taber
marathi,1,in/which,in/which/marathi
rfc,1,when/was,when/was/rfc
charlotte,1,what/are,what/are/charlotte
maggie,1,what/did,what/did/maggie
ignacio,1,where/is,where/is/ignacio
rolanda,1,what/were,what/were/rolanda
2018,1,in/what,in/what/2018
hayden,1,how/did,how/did/hayden
paul,2,how/did,how/did/paul
george,1,how/did,how/did/george
chatrichalerm,1,which/of,which/of/chatrichalerm
god,1,who/was,who/was/god
holden,1,what/was,what/was/holden
competitors,1,which/2,which/2/competitors
served,1,which/people,which/people/served
has,1,what/shows,what/shows/has
shows,3,what/television,what/television/shows
contested,1,which/teams,which/teams/contested
operational,1,what,what/operational
units,1,what/operational,what/operational/units
daryl,1,when/was,when/was/daryl
gerd,1,what/did,what/did/gerd
justin,1,what/were,what/were/justin
uzo,1,where/did,where/did/uzo
literacy,1,is/the,is/the/literacy
miloš,1,how/did,how/did/miloš
slovakia,1,how/did,how/did/slovakia
powell,1,when/did,when/did/powell
yevgeniy,1,what/was,what/was/yevgeniy
elisa,1,who/did,who/did/elisa
for,1,which/awards,which/awards/for
vikramjeet,1,did,did/vikramjeet
virk,1,did/vikramjeet,did/vikramjeet/virk
did,1,what/values,what/values/did
liberal,1,did/the,did/the/liberal
marian,1,how/did,how/did/marian
divisions,1,what,what/divisions
did,1,what/divisions,what/divisions/did
are,1,which/athletes,which/athletes/are
series,2,what/television,what/television/series
in,1,where/and,where/and/in
lvl,1,how/did,how/did/lvl
petrovic,1,what/were,what/were/petrovic
yvette,1,when/did,when/did/yvette
brought,1,which/songs,which/songs/brought
kveikur,1,when/was,when/was/kveikur
aleksandr,1,how/did,how/did/aleksandr
of,1,did/any,did/any/of
tomoaki,1,what/were,what/were/tomoaki
significant,2,what,what/significant
career,2,what/significant,what/significant/career
3,1,what,what/3
starring,1,what/3,what/3/starring
appearance,1,how/many,how/many/appearance
frese,1,did,did/frese
perform,1,did/frese,did/frese/perform
alessandra,1,when/did,when/did/alessandra
dexter,1,did,did/dexter
skeene,1,did/dexter,did/dexter/skeene
roles,1,which/movie,which/movie/roles
was,1,how/deadly,how/deadly/was
takenori,1,what/did,what/did/takenori
placed,1,which/candidates,which/candidates/placed
karl,1,did,did/karl
toko,1,did/karl,did/karl/toko
do,1,what/events,what/events/do
david,1,when/was,when/was/david
pietri,1,what/did,what/did/pietri
alphabeat,1,when/did,when/did/alphabeat
accolades,1,what,what/accolades
did,1,what/accolades,what/accolades/did
maciel,1,when/did,when/did/maciel
van,1,how/did,how/did/van
val,1,what/were,what/were/val
arenas,1,which/historic,which/historic/arenas
interchanges,1,what,what/interchanges
follow,1,what/interchanges,what/interchanges/follow
allison,1,did,did/allison
stokke,1,did/allison,did/allison/stokke
bjp,1,how/did,how/did/bjp
mel,1,which,which/mel
and,1,which/mel,which/mel/and
shooto,1,what,what/shooto
events,1,what/shooto,what/shooto/events
satyameva,1,who/directed,who/directed/satyameva
drew,1,did,did/drew
cary,1,did/drew,did/drew/cary
on,1,what/characters,what/characters/on
joseph,1,who/succeeded,who/succeeded/joseph
laverne,1,did,did/laverne
cox,1,did/laverne,did/laverne/cox
kevin,1,when/did,when/did/kevin
jordan,1,how/did,how/did/jordan
series,2,which/television,which/television/series
sri,1,which,which/sri
lankan,1,which/sri,which/sri/lankan
bralon,1,what/did,what/did/bralon
ella,1,what/were,what/were/ella
kristina,1,where/did,where/did/kristina
lair,1,how/did,how/did/lair
mason,1,what/did,what/did/mason
fischer,1,which,which/fischer
s,1,which/fischer,which/fischer/s
park,1,which,which/park
ave,1,which/park,which/park/ave
prolific,1,how,how/prolific
was,1,how/prolific,how/prolific/was
curtis,1,how/did,how/did/curtis
james,1,what/are,what/are/james
u28c,1,how/many,how/many/u28c
have,1,what/films,what/films/have
carl,1,what/was,what/was/carl
full,2,what,what/full
length,2,what/full,what/full/length
opposed,1,who,who/opposed
fauntroy,1,who/opposed,who/opposed/fauntroy
lotte,1,who/did,who/did/lotte
makes,1,how/many,how/many/makes
harry,1,what/were,what/were/harry
were,1,which/sectors,which/sectors/were
eşref,1,what/s,what/s/eşref
john,1,what/were,what/were/john
gfg,1,how/did,how/did/gfg
sony,1,what,what/sony
tv,1,what/sony,what/sony/tv
placed,1,which/nations,which/nations/placed
sara,1,what/was,what/was/sara
2018,1,how/many,how/many/2018
nathalie,1,what/are,what/are/nathalie
yefimova,1,what/s,what/s/yefimova
have,1,what/albums,what/albums/have
top,1,who/were,who/were/top
jeb,1,how/did,how/did/jeb
moa,1,how/was,how/was/moa
corona,1,when/did,when/did/corona
deep,1,what/is,what/is/deep
geeta,1,who/was,who/was/geeta
jr,1,what/did,what/did/jr
katherine,1,did,did/katherine
rose,1,did/katherine,did/katherine/rose
manley,1,when/did,when/did/manley
ships,1,what/british,what/british/ships
meghan,1,did,did/meghan
klingenberg,1,did/meghan,did/meghan/klingenberg
napolitano,1,how/did,how/did/napolitano
olga,1,what/was,what/was/olga
keith,1,what/were,what/were/keith
mitchell,1,what/did,what/did/mitchell
sebastian,1,did,did/sebastian
svärd,1,did/sebastian,did/sebastian/svärd
program,1,which/television,which/television/program
santhoshi,1,did,did/santhoshi
appear,1,did/santhoshi,did/santhoshi/appear
