Top 1 Topic,Top 1 Score,Top 2 Topic,Top 2 Score,Top 3 Topic,Top 3 Score,Entities,Original Question
Culture,0.6932,Business and Economic,0.5677,Science and Technology,0.5327,156.0,156.0
Culture,0.7093,Science and Technology,0.5957,Business and Economic,0.5682,12.0,12.0
Culture,0.7015,Science and Technology,0.5758,Business and Economic,0.5729,142.0,142.0
Culture,0.6287,Society,0.5381,Science and Technology,0.5071,2000.0,2000.0
Culture,0.0375,Political,0.0204,Art,0.018,first,first nations or non-aboriginal?
Culture,0.0375,Political,0.0204,Art,0.018,first,first nations or non-aboriginal?
Culture,0.0375,Political,0.0204,Art,0.018,first,first nations or non-aboriginal?
Culture,0.0375,Political,0.0204,Art,0.018,first,first nations or non-aboriginal?
Culture,0.0375,Political,0.0204,Art,0.018,first,first nations or non-aboriginal?
Culture,0.0375,Political,0.0204,Art,0.018,first,first nations or non-aboriginal?
Culture,0.0375,Political,0.0204,Art,0.018,first,first nations or non-aboriginal?
Culture,0.612,Business and Economic,0.4819,Warfare and Conflict,0.4188,3826.0,3826.0
Political,0.3358,Warfare and Conflict,0.2658,Culture,0.2405,ross county,ross county
Culture,0.5608,Business and Economic,0.4362,Warfare and Conflict,0.4006,3452.0,3452.0
Culture,0.7093,Science and Technology,0.5957,Business and Economic,0.5682,12.0,12.0
Society,0.2158,Healthcare and Medicine,0.086,Culture,0.0777,first,what was the hazard ratio for dying from avoidable causes for first nations cohort men?
Society,0.2158,Healthcare and Medicine,0.086,Culture,0.0777,first,what was the hazard ratio for dying from avoidable causes for first nations cohort men?
Society,0.2756,Healthcare and Medicine,0.1207,Culture,0.0991,first,what was the hazard ratio for dying from avoidable causes for first nations cohort women?
Society,0.2756,Healthcare and Medicine,0.1207,Culture,0.0991,first,what was the hazard ratio for dying from avoidable causes for first nations cohort women?
Political,0.7931,Business and Economic,0.2896,Warfare and Conflict,0.119,,in midland alliance?
Culture,0.6499,Society,0.5023,Science and Technology,0.5003,45.0,45.0
Media and Entertainment,0.2213,Culture,0.139,Warfare and Conflict,0.136,londrina,londrina
Science and Technology,0.7818,Healthcare and Medicine,0.0867,Society,0.041,between 2011 and 2012,how many percent of the number of graduate students enrolled in science fields decrease overall by between 2011 and 2012?
Culture,0.7346,Science and Technology,0.6173,Business and Economic,0.6,26.1,26.1
Culture,0.2774,Society,0.2652,Healthcare and Medicine,0.1267,,older seniors or those aged 65 to 75?
Food and Beverage,0.3588,Society,0.3549,Healthcare and Medicine,0.3038,,those be at nutritional risk or those not at nutritional risk?
Culture,0.6059,Business and Economic,0.3821,Science and Technology,0.3773,6.7,6.7
Food and Beverage,0.2914,Society,0.1949,Healthcare and Medicine,0.0054,,those at nutritional risk or those not at risk?
Healthcare and Medicine,0.123,Environmental,0.0934,Warfare and Conflict,0.075,,what was the hazard ratio for men?
Healthcare and Medicine,0.1868,Environmental,0.1191,Culture,0.0455,,what was the hazard ratio for women?
Environmental,0.1341,Healthcare and Medicine,0.1051,Warfare and Conflict,0.0905,first,the hazard ratio for which sex of first nations was lower?
Culture,0.6883,Science and Technology,0.5286,Business and Economic,0.5257,49.0,49.0
Culture,0.6433,Business and Economic,0.4979,Society,0.4666,1307.0,1307.0
Culture,0.6245,Business and Economic,0.4652,Warfare and Conflict,0.4062,27076.0,27076.0
Culture,0.6589,Society,0.4863,Business and Economic,0.4754,50.7,50.7
Culture,0.7428,Science and Technology,0.6443,Business and Economic,0.6135,49.3,49.3
Culture,0.6929,Business and Economic,0.5482,Science and Technology,0.5248,81.7,81.7
Culture,0.7356,Business and Economic,0.5855,Science and Technology,0.5799,83.8,83.8
Culture,0.7214,Science and Technology,0.6278,Business and Economic,0.6114,60.2,60.2
Culture,0.7038,Society,0.5273,Business and Economic,0.5218,39.8,39.8
Culture,0.6153,Science and Technology,0.461,Business and Economic,0.4541,226.0,226.0
Culture,0.7092,Science and Technology,0.5917,Business and Economic,0.5687,22.0,22.0
Culture,0.6659,Business and Economic,0.5644,Political,0.4244,newport county,newport county
Political,0.4146,Business and Economic,0.2854,Art,0.2266,cipolletti,cipolletti
Business and Economic,0.3883,Political,0.3143,Culture,0.2829,,milton keynes dons
Culture,0.6683,Business and Economic,0.5324,Science and Technology,0.5078,146.0,146.0
Culture,0.7131,Art,0.5434,Society,0.5367,1618.0,1618.0
Culture,0.7585,Sports,0.6883,Business and Economic,0.4303,london,fc london
Culture,0.6976,Science and Technology,0.5625,Business and Economic,0.5414,26.0,26.0
Art,0.6066,Culture,0.5415,Political,0.5235,"129#, 1982",129# wes chandler 1982
Culture,0.84,Political,0.5309,Business and Economic,0.4232,changchun yatai,changchun yatai
Culture,0.7416,Society,0.6379,Science and Technology,0.6002,1 july 2003,1 july 2003
Culture,0.6304,Society,0.4455,Business and Economic,0.4432,0.51,0.51
Culture,0.6604,Society,0.4905,Business and Economic,0.4781,0.49,0.49
Culture,0.6611,Society,0.523,Business and Economic,0.4637,0.08,0.08
Culture,0.7194,Science and Technology,0.6002,Business and Economic,0.5759,21.0,21.0
Political,0.7003,Sports,0.599,Business and Economic,0.1447,,deportivo pereira
Culture,0.5605,Business and Economic,0.4718,Warfare and Conflict,0.4113,945.0,945.0
Culture,0.6409,Business and Economic,0.6139,Science and Technology,0.578,2.0,2.0
Culture,0.7152,Science and Technology,0.5997,Business and Economic,0.5964,15.0,15.0
Culture,0.642,Science and Technology,0.5117,Business and Economic,0.487,126.0,126.0
Culture,0.7047,Business and Economic,0.608,Science and Technology,0.5997,1.8,1.8
Culture,0.6737,Business and Economic,0.6132,Science and Technology,0.6115,3.2,3.2
Culture,0.6513,Business and Economic,0.6243,Healthcare and Medicine,0.6087,,2
Culture,0.5954,Society,0.3778,Science and Technology,0.3571,,18 to 24
Culture,0.5954,Society,0.3778,Science and Technology,0.3571,,18 to 24
Culture,0.6748,Society,0.5137,Business and Economic,0.5079,114.0,114.0
Culture,0.6486,Business and Economic,0.5173,Political,0.1731,,yeovil town
Culture,0.6794,Political,0.6681,Environmental,0.4814,apolonia,apolonia fier
Sports,0.2682,Society,0.2437,Culture,0.2119,11.5,11.5 sacks and 8 forced fumbles?
Sports,0.8803,Warfare and Conflict,0.0668,Media and Entertainment,0.0375,"first, eight, harry simpson",which club in the first division and did harry simpson join and play eight matches for?
Sports,0.5985,Business and Economic,0.5911,Science and Technology,0.2046,china,which league in china did cabezas transfer to?
Culture,0.614,Business and Economic,0.5004,Science and Technology,0.4584,1106.0,1106.0
Culture,0.5171,Society,0.0403,Political,0.0248,orlando,orlando pride
Business and Economic,0.5732,Healthcare and Medicine,0.4546,Science and Technology,0.3919,,division 2
Culture,0.7002,Science and Technology,0.5569,Business and Economic,0.556,41.6,41.6
Culture,0.6864,Science and Technology,0.5398,Society,0.5243,45.4,45.4
Culture,0.6914,Science and Technology,0.6019,Business and Economic,0.5676,33.2,33.2
Culture,0.7155,Business and Economic,0.5336,Society,0.5225,39.6,39.6
Culture,0.2225,Business and Economic,0.1502,Media and Entertainment,0.1245,,atenas
Society,0.0585,Education,0.0263,Science and Technology,0.0128,,sex and age group
Culture,0.6172,Science and Technology,0.4548,Business and Economic,0.4525,223.0,223.0
Science and Technology,0.5836,Sports,0.4642,Art,0.1916,dalian aerbin,dalian aerbin
Culture,0.6901,Business and Economic,0.6299,Science and Technology,0.6206,,3
Culture,0.7267,Science and Technology,0.6376,Business and Economic,0.6098,51.2,51.2
Business and Economic,0.8793,Environmental,0.0308,Food and Beverage,0.0084,,agropecuario
Political,0.5434,Culture,0.5073,Sports,0.3865,targu jiu,pandurii targu jiu
Society,0.2457,Business and Economic,0.2125,Political,0.1355,the year,what was the minimum annual amount paid to refugee claimants depending on the year?
Society,0.1679,Business and Economic,0.1485,Political,0.1073,"annual, the year",what was the maximum annual amount paid to refugee claimants depending on the year?
Society,0.2711,Business and Economic,0.151,Art,0.1061,annual,what was the minimum annual amounts paid to refugee claimants?
Society,0.2098,Art,0.1279,Business and Economic,0.0877,annual,what was the maximum annual amounts paid to refugee claimants?
Society,0.5607,Art,0.2218,Political,0.0833,annual,what was the minimum percentage of the annual amount paid to refugee claimants of total social assistance expenditures?
Society,0.5492,Art,0.2213,Political,0.072,annual,what was the maximum percentage of the annual amount paid to refugee claimants of total social assistance expenditures?
Culture,0.6895,Science and Technology,0.5533,Business and Economic,0.528,51.0,51.0
Culture,0.6738,Science and Technology,0.5319,Business and Economic,0.5198,28.0,28.0
Science and Technology,0.5283,Business and Economic,0.4451,Political,0.1867,,stevenage
Society,0.1183,Culture,0.1164,Business and Economic,0.0603,,how many respondents were living in an nh at the time of the census?
Society,0.3568,Culture,0.2608,Science and Technology,0.1408,,how many respondents were living in an sr at the time of the census?
Environmental,0.0533,Culture,0.0471,Society,0.0302,,how many respondents were living in a pdaf at the time of the census?
Culture,0.5935,Media and Entertainment,0.2475,Healthcare and Medicine,0.232,,women
Culture,0.5935,Media and Entertainment,0.2475,Healthcare and Medicine,0.232,,women
Culture,0.5935,Media and Entertainment,0.2475,Healthcare and Medicine,0.232,,women
Healthcare and Medicine,0.0084,Culture,0.0008,Society,0.0002,,nursing home
Healthcare and Medicine,0.0084,Culture,0.0008,Society,0.0002,,nursing home
Healthcare and Medicine,0.0084,Culture,0.0008,Society,0.0002,,nursing home
Healthcare and Medicine,0.0084,Culture,0.0008,Society,0.0002,,nursing home
Healthcare and Medicine,0.0084,Culture,0.0008,Society,0.0002,,nursing home
Healthcare and Medicine,0.0084,Culture,0.0008,Society,0.0002,,nursing home
Society,0.0187,Culture,0.0115,Religion and Philosophy,0.0041,,seniors' residence
Society,0.0187,Culture,0.0115,Religion and Philosophy,0.0041,,seniors' residence
Society,0.0187,Culture,0.0115,Religion and Philosophy,0.0041,,seniors' residence
Society,0.0187,Culture,0.0115,Religion and Philosophy,0.0041,,seniors' residence
Society,0.0187,Culture,0.0115,Religion and Philosophy,0.0041,,seniors' residence
Society,0.0187,Culture,0.0115,Religion and Philosophy,0.0041,,seniors' residence
Political,0.4279,Food and Beverage,0.3248,Science and Technology,0.3132,,pdaf
Political,0.4279,Food and Beverage,0.3248,Science and Technology,0.3132,,pdaf
Political,0.4279,Food and Beverage,0.3248,Science and Technology,0.3132,,pdaf
Political,0.4279,Food and Beverage,0.3248,Science and Technology,0.3132,,pdaf
Sports,0.8518,Political,0.6338,Warfare and Conflict,0.2132,,deportivo riestra
Culture,0.6612,Science and Technology,0.5453,Business and Economic,0.5276,10.0,10.0
Political,0.0174,Business and Economic,0.0121,Culture,0.0081,,the taming of the shrew
Culture,0.8385,Business and Economic,0.6547,Society,0.4089,,st albans city
Political,0.2274,Culture,0.2208,Warfare and Conflict,0.0803,dagenham &,dagenham & redbridge
Culture,0.663,Science and Technology,0.5313,Society,0.5281,124.0,124.0
Culture,0.5136,Political,0.3257,Science and Technology,0.3042,tirana,tirana
Culture,0.5734,Political,0.3297,Business and Economic,0.2996,,cerro
Business and Economic,0.6253,Science and Technology,0.5357,Political,0.3708,basel,basel
Culture,0.6937,Science and Technology,0.635,Society,0.5857,2001.0,2001.0
Science and Technology,0.7701,Culture,0.6246,Society,0.4485,"12 or older, the previous 12 months",what was the proportion of canadians aged 12 or older reported using or being exposed to beams from a laser device in the previous 12 months?
Culture,0.7236,Science and Technology,0.6346,Business and Economic,0.6117,1.12,1.12
Environmental,0.4006,Business and Economic,0.3263,Culture,0.3065,,which had a higher prevalence of exposure?
Environmental,0.4006,Business and Economic,0.3263,Culture,0.3065,,which had a higher prevalence of exposure?
Environmental,0.4006,Business and Economic,0.3263,Culture,0.3065,,which had a higher prevalence of exposure?
Education,0.7679,Science and Technology,0.4552,Business and Economic,0.4464,,diploma or degree.
Culture,0.6984,Science and Technology,0.5785,Business and Economic,0.5784,50.2,50.2
Culture,0.7367,Business and Economic,0.5858,Science and Technology,0.5793,39.1,39.1
Business and Economic,0.8206,Food and Beverage,0.1355,Science and Technology,0.053,,self-employed / family business no pay
Culture,0.5547,Business and Economic,0.2397,Warfare and Conflict,0.2131,,western provinces
Culture,0.5327,Business and Economic,0.3847,Environmental,0.3155,,quebec
Culture,0.7129,Science and Technology,0.5822,Society,0.5727,74.0,74.0
Sports,0.6482,Art,0.5315,Business and Economic,0.5307,steve beuerlein make,how many completions did steve beuerlein make?
Culture,0.6605,Society,0.4994,Business and Economic,0.4962,133.0,133.0
Sports,0.9768,Political,0.412,Media and Entertainment,0.1661,,which team did billy martin play for?
Culture,0.5586,Business and Economic,0.3949,Society,0.379,23700,23700
Culture,0.3921,Media and Entertainment,0.2889,Science and Technology,0.2614,,<new brunswick>\
Culture,0.6255,Business and Economic,0.4679,Society,0.4646,2505,2505
Culture,0.5938,Society,0.4419,Science and Technology,0.4297,2300,2300
Culture,0.6096,Business and Economic,0.3971,Warfare and Conflict,0.3823,0.918164,0.918164
Culture,0.6252,Business and Economic,0.4163,Society,0.3967,0.272028,0.272028
Culture,0.4388,Science and Technology,0.3869,Political,0.3393,,kukesi
Culture,0.5738,Business and Economic,0.4749,Warfare and Conflict,0.4014,826.0,826.0
Culture,0.6356,Business and Economic,0.5367,Science and Technology,0.485,1242.0,1242.0
Culture,0.679,Business and Economic,0.5518,Society,0.5386,85.0,85.0
Culture,0.6841,Science and Technology,0.5318,Society,0.5314,63.0,63.0
Culture,0.7117,Society,0.6914,Art,0.5672,1933.0,1933.0
Culture,0.7093,Science and Technology,0.5957,Business and Economic,0.5682,12.0,12.0
Culture,0.6799,Business and Economic,0.5302,Science and Technology,0.5224,19300.0,19300.0
Culture,0.5966,Business and Economic,0.4624,Science and Technology,0.4237,9000.0,9000.0
Culture,0.6259,Business and Economic,0.5289,Science and Technology,0.4723,5200.0,5200.0
Culture,0.6458,Society,0.4591,Business and Economic,0.4584,1695000.0,1695000.0
Culture,0.619,Business and Economic,0.434,Warfare and Conflict,0.4174,0.430742,0.430742
Culture,0.6186,Business and Economic,0.5311,Science and Technology,0.5024,2.06054,2.06054
Science and Technology,0.6456,Culture,0.4491,Business and Economic,0.345,,strømsgodset
Culture,0.6748,Business and Economic,0.5356,Society,0.5009,151.0,151.0
Culture,0.5646,Business and Economic,0.45,Healthcare and Medicine,0.3829,981.0,981.0
