Top 1 Topic,Top 1 Score,Top 2 Topic,Top 2 Score,Top 3 Topic,Top 3 Score,Entities,Original Question
Culture,0.7217,Science and Technology,0.6702,Society,0.6422,2012\,In 2012\
Culture,0.6985,Society,0.6131,Science and Technology,0.603,2007\,In 2007\
Sports,0.9845,Culture,0.1653,Society,0.0393,"2010, 2011",Girma has won 2010 and 2011 Madrid Marathon as well as 2011 Riga Marathon.
Sports,0.9215,Culture,0.2056,Science and Technology,0.1738,"Bosnian, Lucia Kimani, four",Lucia Kimani holds four Bosnian records over different distances.
Culture,0.6779,Society,0.6456,Political,0.6056,,with a majority of 5\
Political,0.9922,Culture,0.2188,Education,0.2077,the Democratic Party\,A member of the Democratic Party\
Sports,0.3622,Media and Entertainment,0.3289,Culture,0.3264,,Get Your Redneck On\
Sports,0.9709,Culture,0.5076,Art,0.3091,"Russian, 71.99 metres",where she threw a Russian and Championship record of 71.99 metres.
Sports,0.9539,Culture,0.1969,Media and Entertainment,0.1216,"123, RBI, Tony Armas",Tony Armas finished with the 43 home runs and 123 RBI.
Media and Entertainment,0.9472,Culture,0.0608,Society,0.0315,"Stars, Male Music Star, Richie Mensah, 2009, Joy FM’s Nite",Richie Mensah won Male Music Star of the Year award at the 2009 Joy FM’s Nite with the Stars.
Sports,0.9825,Warfare and Conflict,0.0349,Culture,0.006,"the National Hockey League, Kolník",Kolník has played in the National Hockey League (NHL)\
Political,0.7357,Business and Economic,0.2772,Science and Technology,0.1838,"Jack, UK Parliament, 1950, 2017",is a constituency created in 1950 and represented the UK Parliament since 2017 by Jack Brereton\
Culture,0.1066,Sports,0.0605,Warfare and Conflict,0.0571,Hull City of,before joining Hull City of the Third Division.
Media and Entertainment,0.0792,Culture,0.0266,Art,0.0038,"Grace, Someone You Loved",which included singles Grace along with Someone You Loved.
Media and Entertainment,0.872,Culture,0.6653,Warfare and Conflict,0.4588,,for which she was nominated for an Independent Spirit Award for Best First Screenplay and for a Humanitas Prize.
Sports,0.1237,Warfare and Conflict,0.0638,Society,0.0443,"the Football League Warney Cresswell, 571, seventeen-year",In a seventeen-year career in the Football League Warney Cresswell made 571 league appearances.
Culture,0.242,Political,0.1162,Art,0.1026,Kiko,making Kiko a minimal hurricane.
Political,0.1795,Culture,0.1627,Business and Economic,0.0672,"Index Zero, 2014",and Index Zero in 2014.
Media and Entertainment,0.989,Political,0.5334,Culture,0.3772,"Bellamy, Adil Ray, Two, BBC",Adil Ray appeared in the BBC Two show Bellamy's People.
Media and Entertainment,0.9598,Education,0.0208,Culture,0.0023,,Play School was nominated to the Logies' Hall of Fame.
Media and Entertainment,0.9507,Political,0.1788,Warfare and Conflict,0.0551,"One, Ban Shu, 2015, Wei Ying, Zhang",One of Zhang's roles was Wei Ying in Legend of Ban Shu (2015).
Art,0.9655,Culture,0.5278,Warfare and Conflict,0.3295,"2014, Sapporo Art Park, Sapporo, September 13\",2014 at Sapporo Art Park in Sapporo and concluded on September 13\
Sports,0.4781,Political,0.3593,Culture,0.3541,,and what was the margin of victory?
Media and Entertainment,0.6582,Culture,0.4,Society,0.2083,,and how many episodes were there?
Culture,0.8828,Society,0.6994,Sports,0.6513,"145, Pádraig Harrington, six",and Pádraig Harrington was among a group of six at 145 (+1).
Political,0.9819,Culture,0.3975,Education,0.1829,"331, Labour, Conservatives",is where the Conservatives gained the seat from Labour with a majority of 331 votes.
Political,0.7742,Culture,0.3434,Society,0.2404,"Henry Okey, 1918, Sydney, Taranaki",Henry Okey of Taranaki died in 1918 and the by-election was won by Sydney Smith\
Culture,0.3041,Society,0.0844,Business and Economic,0.0841,737,The 737 Classic\
Sports,0.9858,Culture,0.673,Society,0.4034,"Minnesota Golden Gophers season\, Thomas Cochran, 1894",Thomas Cochran served as the head football coach for the 1894 Minnesota Golden Gophers season\
Culture,0.6621,Political,0.6343,Society,0.5498,1952,who served until 1952.
Media and Entertainment,0.9642,Culture,0.5645,Society,0.423,"5th, Namkoong Min's",Namkoong Min's performance won him an Excellence Award for Actor in a Miniseries at the 5th APAN Star Awards\
Political,0.9636,Media and Entertainment,0.8568,Art,0.0133,"World Party's, Private Revolution, Private Revolution and Ship of Fools",World Party's debut singles are Private Revolution and Ship of Fools of the album Private Revolution.
Sports,0.9821,Food and Beverage,0.0642,Culture,0.0269,2012,At the 2012 Olympic Games\
Culture,0.7191,Science and Technology,0.6563,Society,0.6117,2014\,In 2014\
Culture,0.6245,Business and Economic,0.51,Political,0.4534,569,569.
Sports,0.9889,Science and Technology,0.1618,Culture,0.1422,"11.43, Simone Facey, 100",Simone Facey won a silver medal in the 100m by running in a time of 11.43.
Culture,0.6796,Business and Economic,0.5945,Society,0.5213,Between 2001-2003\,Between 2001-2003\
Political,0.9605,Culture,0.74,Business and Economic,0.5742,the Liberal Democratic Party\,The result was a victory for the Liberal Democratic Party\
Culture,0.6903,Political,0.2348,Healthcare and Medicine,0.2306,the Sør-Innherad,which is part of the Sør-Innherad prosti.
Sports,0.9935,Culture,0.2414,Society,0.1108,"Commonwealth Games, 2010, Oludamola Osayomi, 100",Oludamola Osayomi appeared in the 100 m at the 2010 Commonwealth Games.
Sports,0.6919,Culture,0.635,Art,0.3541,Rolando Vera,Rolando Vera won with 28:53.90.
Media and Entertainment,0.9828,Culture,0.2653,Society,0.0581,2011,At the 2011 Afrotainment Museke Online Music Awards\
Political,0.9746,Healthcare and Medicine,0.5488,Society,0.5346,"Pravas, Kumar Singh, Subash Chouhan, Bharatiya Janata Party, Biju Janata Dal",Biju Janata Dal candidate Dr.Pravas Kumar Singh defeated Bharatiya Janata Party candidate Subash Chouhan by a margin of 11\
Media and Entertainment,0.8843,Art,0.4078,Political,0.2393,"Long Road, McLean, 2019",McLean released the Boy And A Man in 2019 as a single album Long Road.
Political,0.8863,Culture,0.8769,Society,0.7169,"Hoeven, 76.08%, Tracy Potter, 22.17%, Democrat",Hoeven beat the Democrat's Tracy Potter with 76.08% to 22.17%.
Society,0.7664,Culture,0.7057,Business and Economic,0.5546,1844\,In 1844\
Political,0.891,Culture,0.3664,Art,0.206,"61.72%, North Dakota, Dwight D. Eisenhower",North Dakota was won by incumbent President Dwight D. Eisenhower with 61.72% of the popular vote\
Sports,0.5875,Culture,0.5257,Society,0.4145,England,giving England a berth in the final.
Sports,0.7598,Culture,0.5213,Political,0.5131,"Third, 1931\, Sam Jennings, Stockport County, Division North",Sam Jennings moved to the Third Division North side Stockport County in 1931\
Sports,0.4681,Culture,0.082,Warfare and Conflict,0.041,"Aston, Brad Guzan",Brad Guzan joined Premier League club Aston Villa\
Sports,0.7405,Culture,0.5963,Science and Technology,0.5722,"Otoyol 7, Istanbul\",Otoyol 7 in Istanbul\
Sports,0.8989,Culture,0.8248,Art,0.4713,"164–81, Hammeke, Tigers",Hammeke led the Tigers to an overall record of 164–81 (.669).
Political,0.8802,Culture,0.822,Society,0.6701,"245, 126",which won 126 of the 245 seats.
Science and Technology,0.5096,Culture,0.4715,Business and Economic,0.4107,Kevin\,Kevin\
Culture,0.4813,Business and Economic,0.4588,Science and Technology,0.4055,2013\,ZZ In 2013\
Culture,0.6049,Society,0.1932,Art,0.1425,Jan Dumée,Focus members were Jan Dumée on guitar\
Culture,0.5953,Art,0.3803,Society,0.338,"55.62, Mbit/s, EuroDOCSIS",or 55.62 Mbit/s for EuroDOCSIS (50 Mbit/s after overhead).
Political,0.9503,Culture,0.7455,Society,0.4224,"Greens, Larissa Waters, Andrew Bartlett",Andrew Bartlett replaced Greens Senator Larissa Waters after a recount.
Culture,0.7489,Media and Entertainment,0.6703,Healthcare and Medicine,0.5724,,which telecasted on GMA Network
Culture,0.7377,Society,0.6048,Science and Technology,0.5383,2:09:30,clocking 2:09:30.
Media and Entertainment,0.9756,Political,0.1395,Culture,0.014,"Simon Barrett, 2004",Simon Barrett wrote the 2004 TV film Frankenfish\
Culture,0.7698,Society,0.7032,Science and Technology,0.615,1972\,1972\
Media and Entertainment,0.9811,Culture,0.015,Political,0.0042,"Bel-Air, 148, six seasons",The Fresh Prince of Bel-Air series ran for six seasons and aired 148 episodes.
Political,0.9087,Culture,0.7531,Society,0.5709,"152, 300",New Democracy secured the majority of 152 out of 300 parliament seats.
Culture,0.7229,Society,0.6351,Science and Technology,0.4896,1 September,On 1 September 2017\
Culture,0.4844,Political,0.3192,Business and Economic,0.2429,Astana\,Upon leaving Astana\
Culture,0.6695,Science and Technology,0.6464,Society,0.6049,2018\,In 2018\
Culture,0.7217,Science and Technology,0.6702,Society,0.6422,2012\,In 2012\
Media and Entertainment,0.9706,Political,0.0796,Art,0.0157,"2014, the Year, 2015",The 2014 Forest Hills Drive album won Album of the Year at the 2015 BET Hip Hop Awards\
Media and Entertainment,0.9127,Culture,0.8507,Education,0.2929,"2014, Mingmong, 2015, Judy",Girl to Girl in 2014 and in Mingmong as Judy in 2015.
Sports,0.983,Culture,0.5388,Science and Technology,0.2718,"2010, Asian Games",at the 2010 Asian Games and claimed a bronze medal in the relay.
Culture,0.4418,Society,0.3505,Science and Technology,0.208,567 km,567 km (2\
Media and Entertainment,0.9161,Culture,0.6987,Society,0.2138,Iveta Mukuchyan,Iveta Mukuchyan won the Best Female Singer of the Year award.
Culture,0.7736,Society,0.5813,Science and Technology,0.5176,"2011, Europe, February 1\",2011 in Europe and on February 1\
Sports,0.8751,Culture,0.3601,Society,0.1336,"one, Keito Nakamura, Cup, J.League Cup",Keito Nakamura made 7 appearances in J.League Cup and one appearance in the Emperor's Cup.
Media and Entertainment,0.9657,Culture,0.516,Art,0.102,"Nora Aunor, Pataten Statue, the Golden Pyramid",The Flor Contemplacion Story won the Golden Pyramid award and Nora Aunor won the Princess Pataten Statue for best actress award.
Culture,0.7552,Art,0.4399,Society,0.4193,19.5,there were 19.5 cantons out of 23.
Culture,0.7292,Society,0.6481,Science and Technology,0.6413,1992\,In 1992\
Sports,0.9237,Culture,0.8035,Warfare and Conflict,0.3294,"156–140, Bowling Green, Dan Dakich",Dan Dakich served as the head coach at Bowling Green and recorded 156–140.
Media and Entertainment,0.9885,Culture,0.223,Warfare and Conflict,0.0891,"MTV Movie Awards, the Breakthrough Female Performance, Anna Faris, 2001",Anna Faris received nominations for the Breakthrough Female Performance and Best Kiss Awards at the 2001 MTV Movie Awards.
Media and Entertainment,0.8644,Art,0.0904,Culture,0.0573,"The Midnight Oil, 1973, Barbara",Barbara Mandrell´s 1973 single The Midnight Oil peaked at #7.
Political,0.9578,Society,0.5178,Culture,0.4393,the Social Democratic Party,resulting in a victory of the Social Democratic Party.
Media and Entertainment,0.9572,Culture,0.1005,Political,0.0715,"Annie in Tripwire, Renaissance Man, Isabella Hofmann, 1994, Marie",Isabella Hofmann played Annie in Tripwire and Marie in the 1994 movie Renaissance Man.
Warfare and Conflict,0.5328,Political,0.4544,Sports,0.4265,265,Mihalich amassed 265 victories.
Political,0.9159,Culture,0.8543,Business and Economic,0.6776,"Heitkamp, 55.4%",Cramer defeated Heitkamp with 55.4% of the votes.
Sports,0.9941,Warfare and Conflict,0.2131,Culture,0.1479,"Norifumi Takamoto, the Japan Football League, Kyoto Purple Sanga",Norifumi Takamoto moved to the Japan Football League club Kyoto Purple Sanga.
Political,0.9033,Culture,0.4996,Science and Technology,0.3145,second,and what party was the second-place finisher in?
Culture,0.6604,Art,0.631,Science and Technology,0.5123,Del Rey,which Del Rey wrote\
Media and Entertainment,0.8364,Culture,0.1088,Political,0.0194,"1984, Girls, Dwight Twilley, 1975",Dwight Twilley is known for the Top 20 hit singles I'm on Fire (1975) and Girls (1984).
Sports,0.8002,Culture,0.7312,Business and Economic,0.6391,"1929, William Price's, 1937\, Fulham",William Price's spell with Fulham was from 1929 to 1937\
Political,0.8635,Culture,0.5955,Society,0.1864,"Franken, Senate, 225, Minnesota, 2008, United States",Franken holds a 225-vote lead in 2008 United States Senate election in Minnesota.
Sports,0.9688,Culture,0.4699,Society,0.2489,"1991, World Championships, 200, eighth, 100",She won the silver medal in the 4 x 100 m relay and placed eighth in the 200 m at the 1991 World Championships.
Culture,0.7217,Science and Technology,0.6702,Society,0.6422,2012\,In 2012\
Culture,0.6941,Art,0.5565,Society,0.5487,685,685.
Media and Entertainment,0.9407,Society,0.2205,Culture,0.0113,"Musical, the Laurence Olivier Award for Best Performance",was nominated for the Laurence Olivier Award for Best Performance in a Supporting Role in a Musical.
Media and Entertainment,0.9663,Culture,0.7489,Art,0.2473,Wendy Kimani,Wendy Kimani released her single Chali\
Media and Entertainment,0.9263,Sports,0.7146,Warfare and Conflict,0.0961,"Roma\, second",his second season with Roma\
Media and Entertainment,0.6856,Art,0.2888,Business and Economic,0.2816,Devullu,including Devullu (2000)\
Media and Entertainment,0.9145,Culture,0.1493,Political,0.0147,"Herbie Mann, Cissy Houston",Cissy Houston worked with Herbie Mann in Discothèque\
Culture,0.7939,Environmental,0.2939,Political,0.1731,"Åmøy, the Ytre Stavanger",The Austre Åmøy chapel is part of the Vardeneset parish in the Ytre Stavanger deanery\
Art,0.9755,Media and Entertainment,0.9623,Culture,0.4243,"Magic 89.9\, the OPM Artist of",she won the OPM Artist of the Year award by Magic 89.9\
Education,0.5503,Culture,0.4778,Science and Technology,0.2871,"South Dakota State University, 1945\, 1928, 1919, the University of North Dakota, 1941, 1927",now South Dakota State University—from 1919 to 1927 and at the University of North Dakota from 1928 to 1941 and again in 1945\
Culture,0.7191,Science and Technology,0.6563,Society,0.6117,2014\,In 2014\
Sports,0.8822,Culture,0.5951,Science and Technology,0.274,the 2014 Commonwealth Games\,At the 2014 Commonwealth Games\
Culture,0.7797,Science and Technology,0.6163,Business and Economic,0.6048,119,119 votes.
Media and Entertainment,0.9699,Culture,0.0581,Art,0.0198,"Dear Rouge, Chains, Pop Artist of",Dear Rouge won Pop Artist of the Year and Songwriters of the Year for their work in Chains.
Media and Entertainment,0.9808,Political,0.1816,Warfare and Conflict,0.0125,True Detective,Pizzolatto wrote True Detective.
Media and Entertainment,0.9567,Culture,0.0805,Political,0.0665,"1955, Davalos, 1967, Blind Dick, East of Eden, Aron",Davalos appeared in East of Eden in 1955 as Aron and portrayed Blind Dick in Cool Hand Luke in 1967.
Media and Entertainment,0.9948,Culture,0.079,Political,0.0781,"Zsa Zsa Padilla, Helena Montoya/Red Dragon",Zsa Zsa Padilla played as Helena Montoya/Red Dragon in Wildflower of ABS-CBN.
Sports,0.9585,Business and Economic,0.0851,Media and Entertainment,0.0107,"Russian, Krylia Sovetov's",following Krylia Sovetov's Russian Premier League\
Media and Entertainment,0.9763,Culture,0.6906,Warfare and Conflict,0.444,"D. W. Waterson, the Vancouver Web Series Festival",D. W. Waterson won award for Best Director at the Vancouver Web Series Festival.
Culture,0.7217,Science and Technology,0.6702,Society,0.6422,2012\,In 2012\
Media and Entertainment,0.9414,Political,0.3047,Art,0.0676,"Accidentally, 2018, second",The second single of Accidentally on Purpose album was released in 2018.
Media and Entertainment,0.9924,Culture,0.3795,Art,0.0634,"Fantine, Les Misérables Manila, Rachelle Ann Go",Rachelle Ann Go portrayed Fantine in Les Misérables Manila at The Theater\
Political,0.9916,Education,0.1291,Science and Technology,0.1024,the Democratic Party\,from the Democratic Party\
Political,0.8996,Culture,0.8643,Warfare and Conflict,0.8306,Russia,Russia.
Society,0.1924,Political,0.1622,Art,0.0763,"1984, Pakistani Islamisation, 98.5%",The 1984 Pakistani Islamisation programme referendum was approved by 98.5% of voters\
Sports,0.9868,Food and Beverage,0.0058,Science and Technology,0.0018,Olympic,In the Olympic Games\
Culture,0.6989,Environmental,0.5343,Society,0.4824,"1990, just 3.4%, 36.2%, 2017",The share of renewable electricity rose from just 3.4% of gross electricity consumption in 1990 to 36.2% of consumption by 2017.
Society,0.1612,Sports,0.1358,Warfare and Conflict,0.0531,"2017–18, Ligue 1 season\",In the 2017–18 Ligue 1 season\
Culture,0.7317,Society,0.6476,Science and Technology,0.6398,1993\,1993\
Media and Entertainment,0.9907,Art,0.0098,Culture,0.0082,"Stranger Things, Yuck",Yuck released Hearts in Motion off of Stranger Things.
