similarity_score,question
0.5817,what's the percent declined of the farming sector's annual growth rate from 1989 to 2010?
0.6184,what's the percent that the fishing sector's annual growth rate declined from 1989 to 2010?
0.4132,how did the number of self-employed people engaged in rental activities increased during 2008/2009 recessions?
0.4987,how many self-employed individuals were on average in the business category each year between 1989 and 2010?
0.5232,how many unincorporated self-employed individuals the rental sector had between 1989 and 2010?
0.5162,how many unincorporated self-employed individuals the professional sector had over each year?
0.4886,how many the self-employed in the farming sector fell each year on average during 1989-2010?
0.5729,how many the self-employed in the fishing sector fell each year on average during 1989-2010?
0.5842,how many the gross flows into and out of unincorporated self-employment averaged per year between 1989 and 2010?
0.6069,what's the percent of the gross flows into and out of unincorporated self-employment amounted to of the total unincorporated self-employed population between 1989 and 2010?
0.4733,how many individuals the unincorporated self-employment sector gaining per year in average during the same period?
0.6535,what's the percent of output growth was per year from 1980 to 2000?
0.6381,what's the percent of output growth was per year from 2000 to 2015?
0.7057,what's the percent of labour productivity growth was per year over the period from 1980 to 2000?
0.7044,what's the percent of labour productivity growth was per year over the period from 2000 to 2015?
0.6373,what's the percent of the decline of labour productivity growth after 2000?
0.5664,what's the percent of mfp growth per year in the period from 1980 to 2000?
0.5583,what's the percent of mfp growth per year in the period from 2000 to 2015?
0.5859,what's the percent of labour compositional effects from 1980 to 2000?
0.5727,what's the percent of labour compositional effects from 2000 to 2015?
